:ID,:LABEL,bel:string,involved_genes:string,involved_other:string,species:float
22965,Composite,"composite(p(HGNC:""TAOK1""),p(HGNC:""TAOK2""),p(HGNC:""TAOK3""))",TAOK3;TAOK1;TAOK2,,9606.0
22966,Composite,"composite(p(MGI:""Csf3""),p(MGI:""Epo""),p(MGI:""Gh""),p(MGI:""Ifna1""),p(MGI:""Ifna11""),p(MGI:""Ifna12""),p(MGI:""Ifna13""),p(MGI:""Ifna14""),p(MGI:""Ifna15""),p(MGI:""Ifna2""),p(MGI:""Ifna4""),p(MGI:""Ifna5""),p(MGI:""Ifna6""),p(MGI:""Ifna7""),p(MGI:""Ifna9""),p(MGI:""Ifnab""),p(MGI:""Ifnb1""),p(MGI:""Il2""),p(MGI:""Il3""),p(MGI:""Il4""),p(MGI:""Il6""),p(MGI:""Il7""),p(MGI:""Osm""),p(MGI:""Prl""))",Gh;Epo;Ifnab;Osm;Prl;Il2;Ifna13;Ifna4;Il4;Ifna14;Ifna5;Il3;Ifna11;Ifna6;Il6;Ifna12;Ifna7;Ifnb1;Ifna1;Il7;Ifna15;Ifna2;Csf3;Ifna9,,10090.0
22967,Composite,"composite(p(HGNC:""LEFTY1""),p(HGNC:""LEFTY2""))",LEFTY1;LEFTY2,,9606.0
22968,Composite,"composite(p(MGI:""Bpgm""),p(MGI:""Pgam1""),p(MGI:""Pgam2""))",Pgam2;Pgam1;Bpgm,,10090.0
22969,Composite,"composite(p(MGI:""Enah""),p(MGI:""Evl""),p(MGI:""Vasp""))",Vasp;Enah;Evl,,10090.0
22970,Composite,"composite(p(MGI:""Gna11""),p(MGI:""Gnaq""))",Gna11;Gnaq,,10090.0
22971,Composite,"composite(p(HGNC:""DLL1""),p(HGNC:""DLL3""),p(HGNC:""DLL4""))",DLL4;DLL1;DLL3,,9606.0
22972,Composite,"composite(p(MGI:""Acvr1""),p(MGI:""Bmpr1a""),p(MGI:""Bmpr1b""),p(MGI:""Bmpr2""))",Bmpr2;Acvr1;Bmpr1a;Bmpr1b,,10090.0
22973,Composite,"composite(p(MGI:""Fgfr1""),p(MGI:""Fgfr2""),p(MGI:""Fgfr3""),p(MGI:""Fgfr4""))",Fgfr3;Fgfr4;Fgfr1;Fgfr2,,10090.0
22974,Composite,"composite(p(HGNC:""TXNRD1""),p(HGNC:""TXNRD2""),p(HGNC:""TXNRD3""))",TXNRD3;TXNRD2;TXNRD1,,9606.0
22975,Composite,"composite(p(RGD:""Elovl1""),p(RGD:""Elovl2""),p(RGD:""Elovl3""),p(RGD:""Elovl4""),p(RGD:""Elovl5""),p(RGD:""Elovl6""),p(RGD:""Elovl7""),p(RGD:""LOC102549542""))",Elovl2;Elovl3;Elovl4;Elovl5;LOC102549542;Elovl1;Elovl6;Elovl7,,10116.0
22976,Composite,"composite(p(HGNC:""MOGAT1""),p(HGNC:""MOGAT2""),p(HGNC:""MOGAT3""))",MOGAT3;MOGAT2;MOGAT1,,9606.0
22977,Composite,"composite(p(RGD:""Cry1""),p(RGD:""Cry2""))",Cry1;Cry2,,10116.0
22978,Composite,"composite(p(MGI:""Agtr1a""),p(MGI:""Agtr1b""),p(MGI:""F2r""),p(MGI:""F2rl3""),p(MGI:""Lpar1""),p(MGI:""Lpar2""),p(MGI:""Lpar3""),p(MGI:""Lpar4""),p(MGI:""Lpar5""),p(MGI:""Lpar6""))",Lpar6;Lpar5;F2r;Agtr1a;Agtr1b;Lpar4;Lpar3;Lpar2;F2rl3;Lpar1,,10090.0
22979,Composite,"composite(p(FLYBASE:""CG17691""),p(FLYBASE:""CG8199""))",CG17691;CG8199,,7227.0
22980,Composite,"composite(p(HGNC:""HCN2""),p(HGNC:""HCN4""))",HCN4;HCN2,,9606.0
22981,Composite,"composite(p(MGI:""Edn1""),p(MGI:""Edn2""),p(MGI:""Edn3""))",Edn1;Edn2;Edn3,,10090.0
22982,Composite,"composite(p(HGNC:""MT-ND1""),p(HGNC:""MT-ND2""),p(HGNC:""MT-ND3""),p(HGNC:""MT-ND4""),p(HGNC:""MT-ND4L""),p(HGNC:""MT-ND5""),p(HGNC:""MT-ND6""),p(HGNC:""NDUFA1""),p(HGNC:""NDUFA10""),p(HGNC:""NDUFA11""),p(HGNC:""NDUFA12""),p(HGNC:""NDUFA13""),p(HGNC:""NDUFA2""),p(HGNC:""NDUFA3""),p(HGNC:""NDUFA4""),p(HGNC:""NDUFA4L2""),p(HGNC:""NDUFA5""),p(HGNC:""NDUFA6""),p(HGNC:""NDUFA7""),p(HGNC:""NDUFA8""),p(HGNC:""NDUFA9""),p(HGNC:""NDUFAB1""),p(HGNC:""NDUFB1""),p(HGNC:""NDUFB10""),p(HGNC:""NDUFB11""),p(HGNC:""NDUFB2""),p(HGNC:""NDUFB3""),p(HGNC:""NDUFB4""),p(HGNC:""NDUFB5""),p(HGNC:""NDUFB6""),p(HGNC:""NDUFB7""),p(HGNC:""NDUFB8""),p(HGNC:""NDUFB9""),p(HGNC:""NDUFC1""),p(HGNC:""NDUFC2""),p(HGNC:""NDUFC2-KCTD14""),p(HGNC:""NDUFS1""),p(HGNC:""NDUFS2""),p(HGNC:""NDUFS3""),p(HGNC:""NDUFS4""),p(HGNC:""NDUFS5""),p(HGNC:""NDUFS6""),p(HGNC:""NDUFS7""),p(HGNC:""NDUFS8""),p(HGNC:""NDUFV1""),p(HGNC:""NDUFV2""),p(HGNC:""NDUFV3""))",MT-ND6;NDUFB9;MT-ND4L;MT-ND4;NDUFA13;NDUFB8;NDUFB7;MT-ND5;NDUFB10;NDUFB6;NDUFA11;NDUFB11;NDUFA12;NDUFB5;NDUFB4;NDUFA10;NDUFB3;NDUFA4L2;NDUFB2;NDUFB1;MT-ND2;NDUFC2-KCTD14;MT-ND3;MT-ND1;NDUFV3;NDUFV2;NDUFV1;NDUFA9;NDUFA8;NDUFA7;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA2;NDUFA1;NDUFC2;NDUFC1;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFAB1;NDUFS4;NDUFS3;NDUFS2;NDUFS1,,9606.0
22983,Composite,"composite(p(MGI:""H6pd""),p(MGI:""Pgls""))",H6pd;Pgls,,10090.0
22984,Composite,"composite(p(HGNC:""MIR181A1""),p(HGNC:""MIR181A2""),p(HGNC:""MIR181B1""),p(HGNC:""MIR181B2""),p(HGNC:""MIR181C""),p(HGNC:""MIR181D""))",MIR181C;MIR181B1;MIR181D;MIR181A2;MIR181A1;MIR181B2,,9606.0
22985,Composite,"composite(p(MGI:""Ahcy""),p(MGI:""Ahcyl1""),p(MGI:""Ahcyl2""),p(MGI:""Gm4737""))",Ahcyl2;Ahcyl1;Ahcy;Gm4737,,10090.0
22986,Composite,"composite(p(MGI:""Gabra1""),p(MGI:""Gabra2""),p(MGI:""Gabra3""),p(MGI:""Gabra4""),p(MGI:""Gabra5""),p(MGI:""Gabra6""),p(MGI:""Gabrb1""),p(MGI:""Gabrb2""),p(MGI:""Gabrb3""),p(MGI:""Gabrd""),p(MGI:""Gabre""),p(MGI:""Gabrg1""),p(MGI:""Gabrg2""),p(MGI:""Gabrg3""),p(MGI:""Gabrp""),p(MGI:""Gabrq""),p(MGI:""Gabrr1""),p(MGI:""Gabrr2""),p(MGI:""Gabrr3""))",Gabrr1;Gabrr3;Gabrr2;Gabrd;Gabre;Gabra4;Gabrp;Gabra3;Gabrq;Gabra6;Gabra5;Gabrb1;Gabra2;Gabrb3;Gabra1;Gabrb2;Gabrg2;Gabrg1;Gabrg3,,10090.0
22987,Composite,"composite(p(HGNC:""MYL6""),p(HGNC:""MYL6B""),p(HGNC:""MYL9""))",MYL6;MYL6B;MYL9,,9606.0
22988,Composite,"composite(p(RGD:""Kcnma1""),p(RGD:""Kcnmb1""),p(RGD:""Kcnmb2""),p(RGD:""Kcnmb3""),p(RGD:""Kcnmb4""),p(RGD:""Kcnu1""))",Kcnmb1;Kcnma1;Kcnmb2;Kcnmb3;Kcnmb4;Kcnu1,,10116.0
22989,Composite,"composite(p(HGNC:""ALDH1L1""),p(HGNC:""ALDH1L2""))",ALDH1L1;ALDH1L2,,9606.0
22990,Composite,"composite(p(RGD:""Sdc1""),p(RGD:""Sdc4""))",Sdc4;Sdc1,,10116.0
22991,Composite,"composite(p(FLYBASE:""CG5103""),p(FLYBASE:""CG8036""))",CG5103;CG8036,,7227.0
22992,Composite,"composite(p(RGD:""Pabpc1""),p(RGD:""Pabpc1l""),p(RGD:""Pabpc1l2a""),p(RGD:""Pabpc2""),p(RGD:""Pabpc4""),p(RGD:""Pabpc4l""),p(RGD:""Pabpc5""),p(RGD:""Pabpc6""),p(RGD:""RGD1562451""))",RGD1562451;Pabpc1;Pabpc2;Pabpc4;Pabpc5;Pabpc6;Pabpc4l;Pabpc1l;Pabpc1l2a,,10116.0
22993,Composite,"composite(p(RGD:""Bmp2""),p(RGD:""Bmp4""))",Bmp4;Bmp2,,10116.0
22994,Composite,"composite(p(MGI:""Ears2""),p(MGI:""Eprs""))",Eprs;Ears2,,10090.0
22995,Composite,"composite(p(HGNC:""ARAF""),p(HGNC:""BRAF""),p(HGNC:""MOS""),p(HGNC:""RAF1""))",MOS;ARAF;BRAF;RAF1,,9606.0
22996,Composite,"composite(p(HGNC:""G6PC""),p(HGNC:""G6PC2""),p(HGNC:""G6PC3""),p(HGNC:""HK1""),p(HGNC:""HK2""),p(HGNC:""HK3""),p(HGNC:""HKDC1""))",HK3;G6PC2;G6PC;G6PC3;HKDC1;HK2;HK1,,9606.0
22997,Composite,"composite(p(HGNC:""VAMP1""),p(HGNC:""VAMP2""),p(HGNC:""VAMP3""))",VAMP1;VAMP2;VAMP3,,9606.0
22998,Composite,"composite(p(HGNC:""FOLH1""),p(HGNC:""RIMKLA""))",FOLH1;RIMKLA,,9606.0
22999,Composite,"composite(p(HGNC:""CHKA""),p(HGNC:""CHKB""),p(HGNC:""PHOSPHO1""))",PHOSPHO1;CHKB;CHKA,,9606.0
23000,Composite,"composite(p(RGD:""Agtr1a""),p(RGD:""Agtr1b""))",Agtr1a;Agtr1b,,10116.0
23001,Composite,"composite(p(HGNC:""GRK1""),p(HGNC:""GRK2""),p(HGNC:""GRK3""),p(HGNC:""GRK4""),p(HGNC:""GRK5""),p(HGNC:""GRK6""),p(HGNC:""GRK7""))",GRK1;GRK3;GRK2;GRK5;GRK4;GRK7;GRK6,,9606.0
23002,Composite,"composite(p(MGI:""Inpp5d""),p(MGI:""Inppl1""))",Inpp5d;Inppl1,,10090.0
23003,Composite,"composite(p(HGNC:""AARS1""),p(HGNC:""AARS2""))",AARS1;AARS2,,9606.0
23004,Composite,"composite(p(HGNC:""AGXT""),p(HGNC:""AGXT2""),p(HGNC:""GPT""),p(HGNC:""GPT2""))",AGXT2;GPT2;GPT;AGXT,,9606.0
23005,Composite,"composite(p(MGI:""Adora1""),p(MGI:""Adora3""))",Adora1;Adora3,,10090.0
23006,Composite,"composite(p(RGD:""Bdkrb1""),p(RGD:""Bdkrb2""),p(RGD:""Chrm1""),p(RGD:""Chrm2""),p(RGD:""Chrm3""),p(RGD:""Chrm4""),p(RGD:""Chrm5""))",Chrm1;Chrm3;Chrm2;Chrm5;Chrm4;Bdkrb2;Bdkrb1,,10116.0
23007,Composite,"composite(p(MGI:""Ccr1""),p(MGI:""Ccr1l1""),p(MGI:""Ccr3""),p(MGI:""Ccr5""))",Ccr1;Ccr1l1;Ccr5;Ccr3,,10090.0
23008,Composite,"composite(p(MGI:""Egf""),p(MGI:""Hgf""),p(MGI:""Igf1""),p(MGI:""Pdgfa""),p(MGI:""Pdgfb""),p(MGI:""Pdgfc""),p(MGI:""Pdgfd""),p(MGI:""Pgf""),p(MGI:""Vegfa""),p(MGI:""Vegfb""),p(MGI:""Vegfc""),p(MGI:""Vegfd""))",Egf;Hgf;Pdgfc;Pdgfd;Pdgfa;Vegfa;Pdgfb;Igf1;Vegfd;Pgf;Vegfc;Vegfb,,10090.0
23009,Composite,"composite(p(HGNC:""INPP5A""),p(HGNC:""INPP5J""),p(HGNC:""INPP5K""))",INPP5A;INPP5J;INPP5K,,9606.0
23010,Composite,"composite(p(HGNC:""ENO1""),p(HGNC:""ENO2""),p(HGNC:""ENO3""),p(HGNC:""ENO4""))",ENO1;ENO2;ENO3;ENO4,,9606.0
23011,Composite,"composite(p(RGD:""Mtor""),p(RGD:""Rptor""))",Rptor;Mtor,,10116.0
23012,Composite,"composite(p(HGNC:""CDKN1B""),p(HGNC:""CDKN1C""))",CDKN1C;CDKN1B,,9606.0
23013,Composite,"composite(a(CHEMBLA:""CHEMBL3640772""),complex(a(HGNC:""CHRNA4""),a(HGNC:""CHRNB2"")))",,CHRNB2;CHRNA4;CHEMBL3640772,
23014,Composite,"composite(p(RGD:""Gpt""),p(RGD:""Gpt2""))",Gpt2;Gpt,,10116.0
23015,Composite,"composite(p(HGNC:""ATP2A1""),p(HGNC:""ATP2A2""),p(HGNC:""ATP2A3""))",ATP2A3;ATP2A2;ATP2A1,,9606.0
23016,Composite,"composite(p(MGI:""Kdm3a""),p(MGI:""Kdm3b""))",Kdm3b;Kdm3a,,10090.0
23017,Composite,"composite(p(HGNC:""SV2A""),p(HGNC:""SV2B""),p(HGNC:""SV2C""))",SV2C;SV2B;SV2A,,9606.0
23018,Composite,"composite(p(HGNC:""APP"",frag(""672_713"")),p(HGNC:""C1QBP""))",APP;C1QBP,,9606.0
23019,Composite,"composite(p(RGD:""LOC314140""),p(RGD:""Prps1""),p(RGD:""Prps1l1""),p(RGD:""Prps2""))",Prps1;Prps2;LOC314140;Prps1l1,,10116.0
23020,Composite,"composite(p(FLYBASE:""Dop1R1""),p(FLYBASE:""Dop1R2""),p(FLYBASE:""Dop2R""))",Dop1R1;Dop1R2;Dop2R,,7227.0
23021,Composite,"composite(p(HGNC:""RPS6KA1""),p(HGNC:""RPS6KA4""),p(HGNC:""RPS6KA5""))",RPS6KA4;RPS6KA5;RPS6KA1,,9606.0
23022,Composite,"composite(p(MGI:""Grem1""),p(MGI:""Grem2""))",Grem2;Grem1,,10090.0
23023,Composite,"composite(p(HGNC:""ERP29""),p(HGNC:""P4HB""),p(HGNC:""PDIA4""),p(HGNC:""PDIA6""),p(HGNC:""TXNDC5""))",ERP29;P4HB;PDIA6;PDIA4;TXNDC5,,9606.0
23024,Composite,"composite(a(PUBCHEM:""354398""),a(PUBCHEM:""53469448""))",,53469448;354398,
23025,Composite,"composite(p(FLYBASE:""CG17224""),p(FLYBASE:""CG3788""),p(FLYBASE:""CG6330""))",CG6330;CG3788;CG17224,,7227.0
23026,Composite,"composite(p(HGNC:""MYL12A""),p(HGNC:""MYL12B""),p(HGNC:""MYL5""),p(HGNC:""MYL9""))",MYL5;MYL9;MYL12A;MYL12B,,9606.0
23027,Composite,"composite(p(MGI:""Crebbp""),p(MGI:""Hdac6"",var(""?"")))",Crebbp;Hdac6,,10090.0
23028,Composite,"composite(p(RGD:""Brcc3""),p(RGD:""LOC103692848""))",Brcc3;LOC103692848,,10116.0
23029,Composite,"composite(p(HGNC:""EGFR""),p(HGNC:""ERBB2""))",ERBB2;EGFR,,9606.0
23030,Composite,"composite(complex(GO:""inflammasome complex""),p(HGNC:""NLRP2""))",NLRP2,inflammasome complex,9606.0
23031,Composite,"composite(p(RGD:""Cttn""),p(RGD:""Hcls1""))",Hcls1;Cttn,,10116.0
23032,Composite,"composite(p(MGI:""Soat1""),p(MGI:""Soat2""))",Soat2;Soat1,,10090.0
23033,Composite,"composite(p(MGI:""Wnt1""),p(MGI:""Wnt10a""),p(MGI:""Wnt10b""),p(MGI:""Wnt11""),p(MGI:""Wnt16""),p(MGI:""Wnt2""),p(MGI:""Wnt2b""),p(MGI:""Wnt3""),p(MGI:""Wnt3a""),p(MGI:""Wnt4""),p(MGI:""Wnt5a""),p(MGI:""Wnt5b""),p(MGI:""Wnt6""),p(MGI:""Wnt7a""),p(MGI:""Wnt7b""),p(MGI:""Wnt8a""),p(MGI:""Wnt8b""),p(MGI:""Wnt9a""),p(MGI:""Wnt9b""))",Wnt11;Wnt2b;Wnt6;Wnt5a;Wnt7b;Wnt3a;Wnt5b;Wnt9a;Wnt7a;Wnt8b;Wnt8a;Wnt9b;Wnt10a;Wnt2;Wnt1;Wnt4;Wnt10b;Wnt16;Wnt3,,10090.0
23034,Composite,"composite(a(CHEBI:""linolenic acid""),complex(GO:""NF-kappaB complex""))",,linolenic acid;NF-kappaB complex,
23035,Composite,"composite(p(MGI:""Atf6""),p(MGI:""Atf6b""))",Atf6b;Atf6,,10090.0
23036,Composite,"composite(p(HGNC:""TAB1""),p(HGNC:""TAB2""))",TAB2;TAB1,,9606.0
23037,Composite,"composite(p(RGD:""Gnao1""),p(RGD:""Gnaq""))",Gnaq;Gnao1,,10116.0
23038,Composite,"composite(a(CHEBI:""nicotine""),g(HGNC:""CHRNA6""))",CHRNA6,nicotine,9606.0
23039,Composite,"composite(p(RGD:""Cd247""),p(RGD:""Cd3d""),p(RGD:""Cd3e""),p(RGD:""Cd3g""),p(RGD:""LOC100362949""),p(RGD:""LOC688340""))",Cd247;Cd3g;Cd3e;Cd3d;LOC100362949;LOC688340,,10116.0
23040,Composite,"composite(p(HGNC:""CYP11B1""),p(HGNC:""CYP11B2""))",CYP11B2;CYP11B1,,9606.0
23041,Composite,"composite(p(MGI:""Stt3a""),p(MGI:""Stt3b""))",Stt3a;Stt3b,,10090.0
23042,Composite,"composite(p(MGI:""Mapk1""),p(MGI:""Mapk3""))",Mapk1;Mapk3,,10090.0
23043,Composite,"composite(a(CHEBI:""(-)-cotinine""),p(HGNCGENEFAMILY:""Cholinergic receptors nicotinic subunits""))",Cholinergic receptors nicotinic subunits,(-)-cotinine,
23044,Composite,"composite(p(MGI:""Acaa1a""),p(MGI:""Acaa1b""),p(MGI:""Scp2""))",Scp2;Acaa1b;Acaa1a,,10090.0
23045,Composite,"composite(p(RGD:""Pdgfa""),p(RGD:""Pdgfb""),p(RGD:""Pdgfc""),p(RGD:""Pdgfd""))",Pdgfc;Pdgfd;Pdgfa;Pdgfb,,10116.0
23046,Composite,"composite(p(RGD:""Crk""),p(RGD:""Crkl""),p(RGD:""LOC100911248""))",Crkl;Crk;LOC100911248,,10116.0
23047,Composite,"composite(p(HGNC:""CHRNA7""),p(HGNC:""CHRNA7""),p(HGNC:""CHRNA7""),p(HGNC:""CHRNA7""),p(HGNC:""CHRNA7""),p(HGNC:""EPHB2""))",CHRNA7;EPHB2,,9606.0
23048,Composite,"composite(p(HGNC:""FGFR2""),p(HGNC:""FGFR3""))",FGFR3;FGFR2,,9606.0
23049,Composite,"composite(p(MGI:""Sptlc1""),p(MGI:""Sptlc2""),p(MGI:""Sptlc3""))",Sptlc1;Sptlc2;Sptlc3,,10090.0
23050,Composite,"composite(p(RGD:""Mir135a""),p(RGD:""Mir135b""))",Mir135a;Mir135b,,10116.0
23051,Composite,"composite(a(CHEBI:""dynasore""),p(HGNC:""MAPT"",var(""p.Pro301Ser"")))",MAPT,dynasore,9606.0
23052,Composite,"composite(p(HGNC:""INSL3""),p(HGNC:""INSL5""),p(HGNC:""RLN1""),p(HGNC:""RLN2""),p(HGNC:""RLN3""))",RLN2;RLN3;RLN1;INSL3;INSL5,,9606.0
23053,Composite,"composite(p(RGD:""Pla2g4a""),p(RGD:""Pla2g4b""),p(RGD:""Pla2g4c""),p(RGD:""Pla2g4cl1""),p(RGD:""Pla2g4d""),p(RGD:""Pla2g4e""),p(RGD:""Pla2g4f""),p(RGD:""Pla2g6""))",Pla2g4f;Pla2g4c;Pla2g4b;Pla2g4e;Pla2g4d;Pla2g4a;Pla2g4cl1;Pla2g6,,10116.0
23054,Composite,"composite(p(HGNC:""HTT""),p(HGNC:""ULK1""))",HTT;ULK1,,9606.0
23055,Composite,"composite(p(RGD:""Cacna1a""),p(RGD:""Cacna1b""),p(RGD:""Cacna1c""),p(RGD:""Cacna1d""),p(RGD:""Cacna1f""),p(RGD:""Cacna1s""))",Cacna1f;Cacna1c;Cacna1s;Cacna1d;Cacna1a;Cacna1b,,10116.0
23056,Composite,"composite(p(HGNC:""HRH1""),p(HGNC:""HRH2""),p(HGNC:""HRH3""),p(HGNC:""HRH4""))",HRH1;HRH3;HRH2;HRH4,,9606.0
23057,Composite,"composite(p(MGI:""Aldh1a3""),p(MGI:""Aldh3a1""),p(MGI:""Aldh3b1""),p(MGI:""Aldh3b2""),p(MGI:""Aldh3b3""))",Aldh3b1;Aldh3b3;Aldh1a3;Aldh3a1;Aldh3b2,,10090.0
23058,Composite,"composite(p(FLYBASE:""Odc1""),p(FLYBASE:""Odc2""))",Odc2;Odc1,,7227.0
23059,Composite,"composite(p(RGD:""Cds1""),p(RGD:""Cds2""))",Cds1;Cds2,,10116.0
23060,Composite,"composite(p(RGD:""Cd36""),p(RGD:""RGD1565355""))",RGD1565355;Cd36,,10116.0
23061,Composite,"composite(p(RGD:""Akp3""),p(RGD:""Alpi""),p(RGD:""Alpl""),p(RGD:""Alpp""))",Akp3;Alpp;Alpl;Alpi,,10116.0
23062,Composite,"composite(p(MGI:""Tph1""),p(MGI:""Tph2""))",Tph2;Tph1,,10090.0
23063,Composite,"composite(p(HGNC:""CTSB""),p(HGNC:""CTSC""),p(HGNC:""CTSD""),p(HGNC:""CTSF""),p(HGNC:""CTSH""),p(HGNC:""CTSK""),p(HGNC:""CTSL""),p(HGNC:""CTSO""),p(HGNC:""CTSS""),p(HGNC:""CTSV""),p(HGNC:""CTSW""),p(HGNC:""CTSZ""))",CTSO;CTSL;CTSK;CTSZ;CTSH;CTSW;CTSF;CTSV;CTSD;CTSC;CTSS;CTSB,,9606.0
23064,Composite,"composite(p(MGI:""Vdac2""),p(MGI:""Vdac3""))",Vdac2;Vdac3,,10090.0
23065,Composite,"composite(p(HGNC:""CANT1""),p(HGNC:""ENTPD4""),p(HGNC:""ENTPD5""),p(HGNC:""ENTPD6""))",CANT1;ENTPD4;ENTPD5;ENTPD6,,9606.0
23066,Composite,"composite(p(MGI:""Ppp1ca""),p(MGI:""Ppp1cb""),p(MGI:""Ppp1cc""),p(MGI:""Ppp1ccb""),p(MGI:""Ppp1r3a""),p(MGI:""Ppp1r3b""),p(MGI:""Ppp1r3c""),p(MGI:""Ppp1r3d""),p(MGI:""Ppp1r3e""),p(MGI:""Ppp1r3f""))",Ppp1cc;Ppp1r3e;Ppp1cb;Ppp1r3d;Ppp1ccb;Ppp1r3c;Ppp1r3b;Ppp1r3f;Ppp1r3a;Ppp1ca,,10090.0
23067,Composite,"composite(p(RGD:""Atp6v1a""),p(RGD:""Atp6v1b1""),p(RGD:""Atp6v1b2""),p(RGD:""Atp6v1c1""),p(RGD:""Atp6v1c2""),p(RGD:""Atp6v1d""),p(RGD:""Atp6v1e1""),p(RGD:""Atp6v1e2""),p(RGD:""Atp6v1f""),p(RGD:""Atp6v1g1""),p(RGD:""Atp6v1g2""),p(RGD:""Atp6v1g3""),p(RGD:""Atp6v1h""))",Atp6v1a;Atp6v1b2;Atp6v1e2;Atp6v1e1;Atp6v1g3;Atp6v1b1;Atp6v1c2;Atp6v1c1;Atp6v1g2;Atp6v1g1;Atp6v1f;Atp6v1d;Atp6v1h,,10116.0
23068,Composite,"composite(p(HGNC:""GRIN2A""),p(HGNC:""GRIN2B""))",GRIN2A;GRIN2B,,9606.0
23069,Composite,"composite(p(RGD:""Grm2""),p(RGD:""Grm3""))",Grm3;Grm2,,10116.0
23070,Composite,"composite(p(HGNC:""GRK2""),p(HGNC:""GRK3""),p(HGNC:""GRK4""),p(HGNC:""GRK5""),p(HGNC:""GRK6""))",GRK3;GRK2;GRK5;GRK4;GRK6,,9606.0
23071,Composite,"composite(p(RGD:""Csgalnact1""),p(RGD:""Csgalnact2""))",Csgalnact1;Csgalnact2,,10116.0
23072,Composite,"composite(p(RGD:""Tgfbr1""),p(RGD:""Tgfbr2""))",Tgfbr1;Tgfbr2,,10116.0
23073,Composite,"composite(p(HGNC:""PGK1""),p(HGNC:""PGK2""))",PGK1;PGK2,,9606.0
23074,Composite,"composite(a(KEGG:""gl:G13106""),a(KEGG:""gl:G13112""))",,gl:G13106;gl:G13112,
23075,Composite,"composite(p(HGNC:""FBP1""),p(HGNC:""FBP2""))",FBP1;FBP2,,9606.0
23076,Composite,"composite(p(RGD:""Acvr1""),p(RGD:""Bmpr1a""),p(RGD:""Bmpr1b""))",Acvr1;Bmpr1a;Bmpr1b,,10116.0
23077,Composite,"composite(p(HGNC:""MOB1A""),p(HGNC:""MOB1B""))",MOB1B;MOB1A,,9606.0
23078,Composite,"composite(p(MGI:""Hsd17b6""),p(MGI:""Sdr16c5""))",Hsd17b6;Sdr16c5,,10090.0
23079,Composite,"composite(p(RGD:""Npffr1""),p(RGD:""Npffr2""))",Npffr1;Npffr2,,10116.0
23080,Composite,"composite(p(HGNC:""ARHGEF1""),p(HGNC:""ARHGEF12""),p(HGNC:""ARHGEF28""))",ARHGEF12;ARHGEF28;ARHGEF1,,9606.0
23081,Composite,"composite(p(RGD:""Vars1""),p(RGD:""Vars2""))",Vars1;Vars2,,10116.0
23082,Composite,"composite(p(RGD:""Ccl3""),p(RGD:""Ccl4""),p(RGD:""Ccl5""))",Ccl5;Ccl4;Ccl3,,10116.0
23083,Composite,"composite(p(RGD:""Lpar1""),p(RGD:""Lpar2""),p(RGD:""Lpar3""),p(RGD:""Lpar4""))",Lpar4;Lpar3;Lpar2;Lpar1,,10116.0
23084,Composite,"composite(p(HGNC:""GK""),p(HGNC:""GK2""))",GK;GK2,,9606.0
23085,Composite,"composite(p(MGI:""Pgm1""),p(MGI:""Pgm2""))",Pgm2;Pgm1,,10090.0
23086,Composite,"composite(p(HGNC:""ITK""),p(HGNC:""TEC""))",ITK;TEC,,9606.0
23087,Composite,"composite(p(MGI:""Il2rg""),p(MGI:""Il4ra""))",Il2rg;Il4ra,,10090.0
23088,Composite,"composite(p(RGD:""Ifngr1""),p(RGD:""Ifngr2""))",Ifngr2;Ifngr1,,10116.0
23089,Composite,"composite(p(HGNC:""TNFRSF10A""),p(HGNC:""TNFRSF10B""))",TNFRSF10B;TNFRSF10A,,9606.0
23090,Composite,"composite(p(RGD:""Ero1a""),p(RGD:""Ero1b""))",Ero1b;Ero1a,,10116.0
23091,Composite,"composite(p(MGI:""Homer1""),p(MGI:""Homer2""),p(MGI:""Homer3""))",Homer1;Homer2;Homer3,,10090.0
23092,Composite,"composite(p(MGI:""Adcy3""),p(MGI:""Adcy6""),p(MGI:""Adcy9""))",Adcy9;Adcy3;Adcy6,,10090.0
23093,Composite,"composite(p(RGD:""Ptgs1""),p(RGD:""Ptgs2""))",Ptgs1;Ptgs2,,10116.0
23094,Composite,"composite(p(MGI:""B3gnt2""),p(MGI:""B3gnt3""),p(MGI:""B3gnt4""))",B3gnt4;B3gnt3;B3gnt2,,10090.0
23095,Composite,"composite(p(HGNC:""PANK1""),p(HGNC:""PANK2""),p(HGNC:""PANK3""),p(HGNC:""PANK4""))",PANK4;PANK2;PANK3;PANK1,,9606.0
23096,Composite,"composite(p(MGI:""Ip6k1""),p(MGI:""Ip6k2""),p(MGI:""Ip6k3""))",Ip6k1;Ip6k2;Ip6k3,,10090.0
23097,Composite,"composite(p(KEGG:""mmu:105244208""),p(MGI:""Rps6""))",mmu:105244208;Rps6,,
23098,Composite,"composite(p(HGNC:""PMM1""),p(HGNC:""PMM2""))",PMM1;PMM2,,9606.0
23099,Composite,"composite(p(RGD:""Traf2""),p(RGD:""Traf6""))",Traf6;Traf2,,10116.0
